setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
HALLMARK_HEME_METABOLISM	180	0.808443625727188	1.93358570077377	7.60900050783219e-05	0.00216176854743962	0.00036408733430562	2527	tags=28%, list=9%, signal=26%	ENSG00000001084/ENSG00000003756/ENSG00000004897/ENSG00000005893/ENSG00000006007/ENSG00000006459/ENSG00000007541/ENSG00000007968/ENSG00000013583/ENSG00000023909/ENSG00000024862/ENSG00000026652/ENSG00000029534/ENSG00000033627/ENSG00000034152/ENSG00000034677/ENSG00000040531/ENSG00000043093/ENSG00000063854/ENSG00000065970/ENSG00000066926/ENSG00000068971/ENSG00000070182/ENSG00000072274/ENSG00000072682/ENSG00000073921/ENSG00000075340/ENSG00000075413/ENSG00000075643/ENSG00000076864/ENSG00000077498/ENSG00000079308/ENSG00000080819/ENSG00000082641/ENSG00000086232/ENSG00000086506/ENSG00000087274/ENSG00000088826/ENSG00000090013/ENSG00000099785/ENSG00000100225/ENSG00000100354/ENSG00000100441/ENSG00000100592/ENSG00000100897/ENSG00000101577/ENSG00000101782/ENSG00000101844/ENSG00000101928/ENSG00000102575/ENSG00000102931
HALLMARK_MTORC1_SIGNALING	195	0.793740924418842	1.91093707188302	8.64707418975848e-05	0.00216176854743962	0.00036408733430562	4330	tags=43%, list=15%, signal=36%	ENSG00000001084/ENSG00000001630/ENSG00000003056/ENSG00000005020/ENSG00000006652/ENSG00000006831/ENSG00000010278/ENSG00000012660/ENSG00000013275/ENSG00000033050/ENSG00000034152/ENSG00000041357/ENSG00000044574/ENSG00000059804/ENSG00000060982/ENSG00000065833/ENSG00000065911/ENSG00000066136/ENSG00000067064/ENSG00000070190/ENSG00000072042/ENSG00000072274/ENSG00000073111/ENSG00000074800/ENSG00000076248/ENSG00000079739/ENSG00000082701/ENSG00000083635/ENSG00000087074/ENSG00000087586/ENSG00000092621/ENSG00000099194/ENSG00000100219/ENSG00000100519/ENSG00000100554/ENSG00000100567/ENSG00000100600/ENSG00000100804/ENSG00000101255/ENSG00000102144/ENSG00000102393/ENSG00000102879/ENSG00000103018/ENSG00000103257/ENSG00000103365/ENSG00000104549/ENSG00000104687/ENSG00000104738/ENSG00000104825/ENSG00000105220/ENSG00000105281/ENSG00000105835/ENSG00000106244/ENSG00000106636/ENSG00000109062/ENSG00000109084/ENSG00000109332/ENSG00000109861/ENSG00000109929/ENSG00000110768/ENSG00000111144/ENSG00000111640/ENSG00000111669/ENSG00000112972/ENSG00000113013/ENSG00000113161/ENSG00000113328/ENSG00000113356/ENSG00000114480/ENSG00000114767/ENSG00000115091/ENSG00000115233/ENSG00000115461/ENSG00000115541/ENSG00000115902/ENSG00000115946/ENSG00000116133/ENSG00000116161/ENSG00000116750/ENSG00000116761/ENSG00000117394/ENSG00000117450/ENSG00000117461
HALLMARK_ALLOGRAFT_REJECTION	185	0.792122735987549	1.89793345042854	0.000140422901507489	0.00234038169179148	0.000394169548091197	2860	tags=29%, list=10%, signal=26%	ENSG00000000938/ENSG00000005844/ENSG00000007171/ENSG00000010327/ENSG00000010610/ENSG00000012048/ENSG00000015285/ENSG00000019582/ENSG00000026103/ENSG00000027697/ENSG00000042493/ENSG00000043462/ENSG00000048052/ENSG00000054219/ENSG00000060982/ENSG00000066336/ENSG00000069399/ENSG00000072401/ENSG00000072694/ENSG00000075151/ENSG00000076554/ENSG00000077238/ENSG00000081237/ENSG00000082074/ENSG00000085760/ENSG00000087085/ENSG00000090339/ENSG00000090861/ENSG00000092969/ENSG00000095752/ENSG00000096968/ENSG00000096996/ENSG00000100353/ENSG00000100365/ENSG00000100385/ENSG00000100453/ENSG00000100644/ENSG00000100985/ENSG00000101017/ENSG00000102034/ENSG00000102245/ENSG00000102265/ENSG00000102962/ENSG00000103653/ENSG00000104131/ENSG00000104312/ENSG00000104365/ENSG00000104432/ENSG00000104814/ENSG00000104998/ENSG00000105329/ENSG00000105369/ENSG00000105372
HALLMARK_GLYCOLYSIS	191	0.792909073655686	1.90391741227429	0.000252385613963897	0.00259366390959813	0.000436827605827053	2259	tags=21%, list=8%, signal=19%	ENSG00000001084/ENSG00000004478/ENSG00000004864/ENSG00000007350/ENSG00000008838/ENSG00000013275/ENSG00000014641/ENSG00000015532/ENSG00000024526/ENSG00000025039/ENSG00000026508/ENSG00000027847/ENSG00000033011/ENSG00000033100/ENSG00000033170/ENSG00000038427/ENSG00000044446/ENSG00000044574/ENSG00000057294/ENSG00000061656/ENSG00000063660/ENSG00000065833/ENSG00000067057/ENSG00000067225/ENSG00000067992/ENSG00000068796/ENSG00000072571/ENSG00000072682/ENSG00000074800/ENSG00000076716/ENSG00000082212/ENSG00000083444/ENSG00000086062/ENSG00000087586/ENSG00000091140/ENSG00000100196/ENSG00000100253/ENSG00000100290/ENSG00000100504/ENSG00000100994
HALLMARK_XENOBIOTIC_METABOLISM	180	0.78789331215002	1.88443472572157	0.000311239669151776	0.00259366390959813	0.000436827605827053	3710	tags=38%, list=13%, signal=33%	ENSG00000001084/ENSG00000005469/ENSG00000007933/ENSG00000010932/ENSG00000012660/ENSG00000017427/ENSG00000023330/ENSG00000023839/ENSG00000026103/ENSG00000042445/ENSG00000050820/ENSG00000055163/ENSG00000055955/ENSG00000055957/ENSG00000060982/ENSG00000065427/ENSG00000067182/ENSG00000076864/ENSG00000077498/ENSG00000077942/ENSG00000081181/ENSG00000084734/ENSG00000086696/ENSG00000087008/ENSG00000088826/ENSG00000088926/ENSG00000090013/ENSG00000091831/ENSG00000092969/ENSG00000093010/ENSG00000095059/ENSG00000099977/ENSG00000099984/ENSG00000100024/ENSG00000100292/ENSG00000100412/ENSG00000100417/ENSG00000100612/ENSG00000100714/ENSG00000100983/ENSG00000101076/ENSG00000101444/ENSG00000101577/ENSG00000101856/ENSG00000103569/ENSG00000103876/ENSG00000104267/ENSG00000104687/ENSG00000104823/ENSG00000105281/ENSG00000106366/ENSG00000106565/ENSG00000106853/ENSG00000108242/ENSG00000108602/ENSG00000108846/ENSG00000108852/ENSG00000109072/ENSG00000109084/ENSG00000109758/ENSG00000109814/ENSG00000110958/ENSG00000111181/ENSG00000111275/ENSG00000111846/ENSG00000111885/ENSG00000112033/ENSG00000112299
HALLMARK_COMPLEMENT	184	0.7813922528546	1.8746104083331	0.00027257688863727	0.00259366390959813	0.000436827605827053	4425	tags=42%, list=16%, signal=36%	ENSG00000002549/ENSG00000003400/ENSG00000005893/ENSG00000010438/ENSG00000010810/ENSG00000011422/ENSG00000012223/ENSG00000015285/ENSG00000035862/ENSG00000043462/ENSG00000044574/ENSG00000047457/ENSG00000055957/ENSG00000058866/ENSG00000063978/ENSG00000065135/ENSG00000065833/ENSG00000068796/ENSG00000077463/ENSG00000077522/ENSG00000080815/ENSG00000085063/ENSG00000085265/ENSG00000085377/ENSG00000088387/ENSG00000096070/ENSG00000096968/ENSG00000100311/ENSG00000100453/ENSG00000100600/ENSG00000101076/ENSG00000101557/ENSG00000102174/ENSG00000102245/ENSG00000102265/ENSG00000102780/ENSG00000102996/ENSG00000103496/ENSG00000103811/ENSG00000104112/ENSG00000104267/ENSG00000104324/ENSG00000104368/ENSG00000104695/ENSG00000105825/ENSG00000105851/ENSG00000106366/ENSG00000107485/ENSG00000107742/ENSG00000107798/ENSG00000108039/ENSG00000108518/ENSG00000108599/ENSG00000109861/ENSG00000110047/ENSG00000110851/ENSG00000111144/ENSG00000111252/ENSG00000113088/ENSG00000114353/ENSG00000114423/ENSG00000114450/ENSG00000115041/ENSG00000115159/ENSG00000115271/ENSG00000115414/ENSG00000115919/ENSG00000115956/ENSG00000116711/ENSG00000116983/ENSG00000117322/ENSG00000117335/ENSG00000117525/ENSG00000117601/ENSG00000117984/ENSG00000118113/ENSG00000118503
HALLMARK_ESTROGEN_RESPONSE_LATE	179	0.784657856102093	1.8770624273759	0.000608974301673077	0.00432471008446501	0.000728372224752001	4134	tags=42%, list=14%, signal=36%	ENSG00000004478/ENSG00000004948/ENSG00000005249/ENSG00000006534/ENSG00000007402/ENSG00000010278/ENSG00000012171/ENSG00000012223/ENSG00000012660/ENSG00000026508/ENSG00000029725/ENSG00000039068/ENSG00000050628/ENSG00000054277/ENSG00000054598/ENSG00000056736/ENSG00000058085/ENSG00000058668/ENSG00000068078/ENSG00000070731/ENSG00000071242/ENSG00000072210/ENSG00000073060/ENSG00000073350/ENSG00000074410/ENSG00000079459/ENSG00000082175/ENSG00000086300/ENSG00000088002/ENSG00000090013/ENSG00000094804/ENSG00000096060/ENSG00000096968/ENSG00000100219/ENSG00000100605/ENSG00000100867/ENSG00000101773/ENSG00000102393/ENSG00000103257/ENSG00000103942/ENSG00000104267/ENSG00000104522/ENSG00000104889/ENSG00000105289/ENSG00000105379/ENSG00000105699/ENSG00000105825/ENSG00000105974/ENSG00000106484/ENSG00000106537/ENSG00000107262/ENSG00000107562/ENSG00000108176/ENSG00000108179/ENSG00000108352/ENSG00000109062/ENSG00000109255/ENSG00000109321/ENSG00000109472/ENSG00000109501/ENSG00000109814/ENSG00000110092/ENSG00000110492/ENSG00000111319/ENSG00000111666/ENSG00000111679/ENSG00000111907/ENSG00000112378/ENSG00000112759/ENSG00000112984/ENSG00000113494/ENSG00000114737/ENSG00000114854/ENSG00000115738/ENSG00000115902
HALLMARK_ESTROGEN_RESPONSE_EARLY	181	0.773981902521009	1.85805329661142	0.000691953613514401	0.00432471008446501	0.000728372224752001	4445	tags=36%, list=16%, signal=31%	ENSG00000003989/ENSG00000004478/ENSG00000004948/ENSG00000006534/ENSG00000008838/ENSG00000012171/ENSG00000012660/ENSG00000026508/ENSG00000033327/ENSG00000052749/ENSG00000054277/ENSG00000054598/ENSG00000056736/ENSG00000064652/ENSG00000066382/ENSG00000068615/ENSG00000069020/ENSG00000071242/ENSG00000073060/ENSG00000074410/ENSG00000075275/ENSG00000079459/ENSG00000082175/ENSG00000085831/ENSG00000086062/ENSG00000088002/ENSG00000090013/ENSG00000096060/ENSG00000096968/ENSG00000099204/ENSG00000100003/ENSG00000100219/ENSG00000100321/ENSG00000100605/ENSG00000100867/ENSG00000101773/ENSG00000102393/ENSG00000103067/ENSG00000103257/ENSG00000105289/ENSG00000106688/ENSG00000107262/ENSG00000107562/ENSG00000108179/ENSG00000108352/ENSG00000109062/ENSG00000109321/ENSG00000109501/ENSG00000110092/ENSG00000111057/ENSG00000111319/ENSG00000111666/ENSG00000111907/ENSG00000113645/ENSG00000113739/ENSG00000114315/ENSG00000114737/ENSG00000115641/ENSG00000115648/ENSG00000115902/ENSG00000116774/ENSG00000117394/ENSG00000117479/ENSG00000118242/ENSG00000118513/ENSG00000118707
HALLMARK_KRAS_SIGNALING_UP	177	0.773220959718586	1.84895014894636	0.00108733648085399	0.00604075822696661	0.00101739085927859	3463	tags=34%, list=12%, signal=30%	ENSG00000002933/ENSG00000003436/ENSG00000005469/ENSG00000006468/ENSG00000006611/ENSG00000011422/ENSG00000011677/ENSG00000012171/ENSG00000012504/ENSG00000020181/ENSG00000023445/ENSG00000028137/ENSG00000037280/ENSG00000048052/ENSG00000049883/ENSG00000054282/ENSG00000056558/ENSG00000057019/ENSG00000057657/ENSG00000065609/ENSG00000067208/ENSG00000071575/ENSG00000073756/ENSG00000073849/ENSG00000082397/ENSG00000085563/ENSG00000086730/ENSG00000087074/ENSG00000095015/ENSG00000099250/ENSG00000099953/ENSG00000100503/ENSG00000100558/ENSG00000100985/ENSG00000101166/ENSG00000101916/ENSG00000101935/ENSG00000102109/ENSG00000102543/ENSG00000102547/ENSG00000102678/ENSG00000104112/ENSG00000104267/ENSG00000104368/ENSG00000104783/ENSG00000104814/ENSG00000104894/ENSG00000105221/ENSG00000105711/ENSG00000105778/ENSG00000106537/ENSG00000106565/ENSG00000106991/ENSG00000107554/ENSG00000107771/ENSG00000108960/ENSG00000109472/ENSG00000109511/ENSG00000110002/ENSG00000110324/ENSG00000110395
HALLMARK_APICAL_JUNCTION	183	0.775358649922423	1.86482537208928	0.0012136429130651	0.00606821456532551	0.0010220150846864	4020	tags=34%, list=14%, signal=30%	ENSG00000002586/ENSG00000005020/ENSG00000005884/ENSG00000006210/ENSG00000008710/ENSG00000018236/ENSG00000035403/ENSG00000038427/ENSG00000039068/ENSG00000044115/ENSG00000050405/ENSG00000051382/ENSG00000053747/ENSG00000055118/ENSG00000056558/ENSG00000058085/ENSG00000062038/ENSG00000064666/ENSG00000066405/ENSG00000067445/ENSG00000072110/ENSG00000072195/ENSG00000072415/ENSG00000074211/ENSG00000075618/ENSG00000075624/ENSG00000075711/ENSG00000077522/ENSG00000079819/ENSG00000081237/ENSG00000082074/ENSG00000084636/ENSG00000086062/ENSG00000087245/ENSG00000090339/ENSG00000091436/ENSG00000095321/ENSG00000099866/ENSG00000100345/ENSG00000100985/ENSG00000101335/ENSG00000103496/ENSG00000103855/ENSG00000104067/ENSG00000104899/ENSG00000105221/ENSG00000105371/ENSG00000105376/ENSG00000106299/ENSG00000106404/ENSG00000108518/ENSG00000108622/ENSG00000110076/ENSG00000110400/ENSG00000110492/ENSG00000110799/ENSG00000112062/ENSG00000112280/ENSG00000113361/ENSG00000114013/ENSG00000114353/ENSG00000114948/ENSG00000115194
