ENSG00000000003	18
ENSG00000000005	0
ENSG00000000419	2612
ENSG00000000457	2378
ENSG00000000460	4839
ENSG00000000938	1999
ENSG00000000971	0
ENSG00000001036	1262
ENSG00000001084	1656
ENSG00000001167	2107
ENSG00000001460	186
ENSG00000001461	1412
ENSG00000001497	2073
ENSG00000001561	1884
ENSG00000001617	6
ENSG00000001626	42
ENSG00000001629	18650
ENSG00000001630	191
ENSG00000001631	6
ENSG00000002016	1012
ENSG00000002079	1
ENSG00000002330	467
ENSG00000002549	9126
ENSG00000002586	3118
ENSG00000002587	636
ENSG00000002726	1
ENSG00000002745	4
ENSG00000002746	8
ENSG00000002822	5
ENSG00000002834	6299
ENSG00000002919	2062
ENSG00000002933	1
ENSG00000003056	3643
ENSG00000003096	111
ENSG00000003137	0
ENSG00000003147	266
ENSG00000003249	779
ENSG00000003393	2280
ENSG00000003400	2016
ENSG00000003402	11021
ENSG00000003436	5
ENSG00000003509	1128
ENSG00000003756	6275
ENSG00000003987	1
ENSG00000003989	19
ENSG00000004059	945
ENSG00000004139	1169
ENSG00000004142	2505
ENSG00000004399	3
ENSG00000004455	6212
ENSG00000004468	17347
ENSG00000004478	2206
ENSG00000004487	7595
ENSG00000004534	16780
ENSG00000004660	103
ENSG00000004700	4675
ENSG00000004766	5123
ENSG00000004776	16
ENSG00000004777	411
ENSG00000004779	1362
ENSG00000004799	0
ENSG00000004809	1
ENSG00000004838	12
ENSG00000004846	5
ENSG00000004848	1
ENSG00000004864	11359
ENSG00000004866	5582
ENSG00000004897	10257
ENSG00000004939	0
ENSG00000004948	0
ENSG00000004961	738
ENSG00000004975	903
ENSG00000005001	0
ENSG00000005007	3912
ENSG00000005020	12193
ENSG00000005022	5617
ENSG00000005059	7021
ENSG00000005073	0
ENSG00000005075	683
ENSG00000005100	1143
ENSG00000005102	8
ENSG00000005108	8
ENSG00000005156	1851
ENSG00000005175	2464
ENSG00000005187	909
ENSG00000005189	1156
ENSG00000005194	1198
ENSG00000005206	778
ENSG00000005238	420
ENSG00000005243	85
ENSG00000005249	12
ENSG00000005302	3784
ENSG00000005339	11436
ENSG00000005379	1240
ENSG00000005381	0
ENSG00000005421	0
ENSG00000005436	2328
ENSG00000005448	400
ENSG00000005469	1493
ENSG00000005471	2186
ENSG00000005483	18621
ENSG00000005486	542
ENSG00000005513	1
ENSG00000005700	7236
ENSG00000005801	3991
ENSG00000005810	68877
ENSG00000005812	2217
ENSG00000005844	3508
ENSG00000005882	84
ENSG00000005884	173
ENSG00000005889	5011
ENSG00000005893	3152
ENSG00000005961	7
ENSG00000005981	4
ENSG00000006007	1198
ENSG00000006015	335
ENSG00000006016	9
ENSG00000006025	628
ENSG00000006042	0
ENSG00000006047	1
ENSG00000006059	0
ENSG00000006062	4191
ENSG00000006071	0
ENSG00000006116	9
ENSG00000006118	562
ENSG00000006125	10879
ENSG00000006128	1
ENSG00000006194	1218
ENSG00000006210	7
ENSG00000006282	551
ENSG00000006283	3
ENSG00000006327	11
ENSG00000006377	0
ENSG00000006432	2460
ENSG00000006451	5617
ENSG00000006453	708
ENSG00000006459	358
ENSG00000006468	9
ENSG00000006530	4978
ENSG00000006534	9
ENSG00000006555	95
ENSG00000006576	12832
ENSG00000006606	0
ENSG00000006607	4861
ENSG00000006611	0
ENSG00000006625	514
ENSG00000006634	3691
ENSG00000006638	5
ENSG00000006652	9
ENSG00000006659	80
ENSG00000006695	5020
ENSG00000006704	280
ENSG00000006712	1074
ENSG00000006715	11256
ENSG00000006740	557
ENSG00000006744	2802
ENSG00000006747	95
ENSG00000006756	137
ENSG00000006757	200
ENSG00000006788	0
ENSG00000006831	9327
ENSG00000006837	0
ENSG00000007001	6
ENSG00000007038	14
ENSG00000007047	1227
ENSG00000007062	9
ENSG00000007080	759
ENSG00000007129	3373
ENSG00000007168	12105
ENSG00000007171	7
ENSG00000007174	2
ENSG00000007202	9808
ENSG00000007216	0
ENSG00000007237	8050
ENSG00000007255	477
ENSG00000007264	5
ENSG00000007306	0
ENSG00000007312	294
ENSG00000007314	28
ENSG00000007341	2356
ENSG00000007350	0
ENSG00000007372	11
ENSG00000007376	491
ENSG00000007384	31
ENSG00000007392	2993
ENSG00000007402	1
ENSG00000007516	7
ENSG00000007520	438
ENSG00000007541	340
ENSG00000007545	378
ENSG00000007866	5
ENSG00000007908	0
ENSG00000007923	3557
ENSG00000007933	1
ENSG00000007944	2326
ENSG00000007952	1
ENSG00000007968	1317
ENSG00000008018	3752
ENSG00000008056	4
ENSG00000008083	19051
ENSG00000008086	1463
ENSG00000008118	0
ENSG00000008128	76
ENSG00000008130	2630
ENSG00000008196	22
ENSG00000008197	0
ENSG00000008226	11
ENSG00000008256	1244
ENSG00000008277	6423
ENSG00000008282	2501
ENSG00000008283	195
ENSG00000008294	8291
ENSG00000008300	100
ENSG00000008311	246
ENSG00000008323	110
ENSG00000008324	1086
ENSG00000008382	297
ENSG00000008394	1472
ENSG00000008405	737
ENSG00000008438	0
ENSG00000008441	60
ENSG00000008513	2349
ENSG00000008516	11
ENSG00000008517	738
ENSG00000008710	1547
ENSG00000008735	13
ENSG00000008838	2491
ENSG00000008853	617
ENSG00000008869	4082
ENSG00000008952	8251
ENSG00000008988	13400
ENSG00000009307	20604
ENSG00000009335	12881
ENSG00000009413	20290
ENSG00000009694	20
ENSG00000009709	0
ENSG00000009724	3
ENSG00000009765	0
ENSG00000009780	657
ENSG00000009790	4558
ENSG00000009830	583
ENSG00000009844	4390
ENSG00000009950	1
ENSG00000009954	12197
ENSG00000010017	7238
ENSG00000010030	201
ENSG00000010072	732
ENSG00000010165	1382
ENSG00000010219	492
ENSG00000010244	11801
ENSG00000010256	2071
ENSG00000010270	4165
ENSG00000010278	470
ENSG00000010282	0
ENSG00000010292	8639
ENSG00000010295	1020
ENSG00000010310	957
ENSG00000010318	293
ENSG00000010319	1
ENSG00000010322	2394
ENSG00000010327	3
ENSG00000010361	131
ENSG00000010379	19
ENSG00000010404	3
ENSG00000010438	2
ENSG00000010539	530
ENSG00000010610	61
ENSG00000010626	317
ENSG00000010671	5863
ENSG00000010704	217
ENSG00000010803	17553
ENSG00000010810	8074
ENSG00000010818	21503
ENSG00000010932	0
ENSG00000011007	2132
ENSG00000011009	898
ENSG00000011021	3973
ENSG00000011028	195
ENSG00000011052	314
ENSG00000011083	2
ENSG00000011105	24
ENSG00000011114	7482
ENSG00000011132	445
ENSG00000011143	421
ENSG00000011198	1034
ENSG00000011201	22
ENSG00000011243	3202
ENSG00000011258	4367
ENSG00000011260	2371
ENSG00000011275	8676
ENSG00000011295	2949
ENSG00000011304	8260
ENSG00000011332	40
ENSG00000011347	1
ENSG00000011376	5892
ENSG00000011405	7090
ENSG00000011422	99
ENSG00000011426	3853
ENSG00000011451	1539
ENSG00000011454	11645
ENSG00000011465	0
ENSG00000011478	678
ENSG00000011485	3432
ENSG00000011523	629
ENSG00000011566	6439
ENSG00000011590	1445
ENSG00000011600	11
ENSG00000011638	434
ENSG00000011677	4
ENSG00000012048	5462
ENSG00000012061	1139
ENSG00000012124	9620
ENSG00000012171	4
ENSG00000012174	1468
ENSG00000012211	595
ENSG00000012223	5
ENSG00000012232	1393
ENSG00000012504	3
ENSG00000012660	11301
ENSG00000012779	9265
ENSG00000012817	4467
ENSG00000012822	640
ENSG00000012963	2735
ENSG00000012983	4899
ENSG00000013016	31
ENSG00000013275	1939
ENSG00000013288	1498
ENSG00000013293	0
ENSG00000013297	0
ENSG00000013306	1746
ENSG00000013364	3006
ENSG00000013374	4758
ENSG00000013375	1986
ENSG00000013392	209
ENSG00000013441	2741
ENSG00000013503	2526
ENSG00000013523	901
ENSG00000013561	1413
ENSG00000013563	375
ENSG00000013573	1835
ENSG00000013583	38
ENSG00000013588	3
ENSG00000013619	9
ENSG00000013725	31
ENSG00000013810	4057
ENSG00000014123	3527
ENSG00000014138	0
ENSG00000014164	2397
ENSG00000014216	4150
ENSG00000014257	155
ENSG00000014641	4381
ENSG00000014824	7430
ENSG00000014914	37
ENSG00000014919	5
ENSG00000015133	14209
ENSG00000015153	6850
ENSG00000015171	5407
ENSG00000015285	2064
ENSG00000015413	2
ENSG00000015475	2719
ENSG00000015479	1
ENSG00000015520	29
ENSG00000015532	615
ENSG00000015568	2664
ENSG00000015592	5
ENSG00000015676	8899
ENSG00000016082	0
ENSG00000016391	1432
ENSG00000016402	2
ENSG00000016490	1
ENSG00000016602	0
ENSG00000016864	962
ENSG00000017260	32428
ENSG00000017427	2333
ENSG00000017483	1235
ENSG00000017797	3794
ENSG00000018189	4074
ENSG00000018236	4
ENSG00000018280	4
ENSG00000018408	409
ENSG00000018510	9181
ENSG00000018607	0
ENSG00000018610	684
ENSG00000018625	0
ENSG00000018699	4756
ENSG00000018869	106
ENSG00000019102	62
ENSG00000019144	7
ENSG00000019169	0
ENSG00000019186	0
ENSG00000019485	342
ENSG00000019505	0
ENSG00000019549	1
ENSG00000019582	57153
ENSG00000019991	55
ENSG00000019995	2553
ENSG00000020129	816
ENSG00000020181	3
ENSG00000020219	0
ENSG00000020256	2704
ENSG00000020426	6313
ENSG00000020577	6515
ENSG00000020633	17201
ENSG00000020922	5009
ENSG00000021300	16
ENSG00000021355	1041
ENSG00000021461	1
ENSG00000021488	10
ENSG00000021574	2661
ENSG00000021645	1355
ENSG00000021762	1
ENSG00000021776	6879
ENSG00000021826	176
ENSG00000021852	0
ENSG00000022267	126
ENSG00000022277	2995
ENSG00000022355	0
ENSG00000022556	1930
ENSG00000022567	1236
ENSG00000022840	5102
ENSG00000022976	1358
ENSG00000023041	2522
ENSG00000023171	709
ENSG00000023191	1576
ENSG00000023228	4913
ENSG00000023287	4067
ENSG00000023318	10759
ENSG00000023330	2492
ENSG00000023445	12808
ENSG00000023516	16132
ENSG00000023572	509
ENSG00000023608	504
ENSG00000023697	5424
ENSG00000023734	3947
ENSG00000023839	122
ENSG00000023892	3392
ENSG00000023902	3129
ENSG00000023909	1145
ENSG00000024048	7603
ENSG00000024422	0
ENSG00000024526	1400
ENSG00000024862	602
ENSG00000025039	2322
ENSG00000025156	1565
ENSG00000025293	7338
ENSG00000025423	109
ENSG00000025434	168
ENSG00000025708	1614
ENSG00000025770	1109
ENSG00000025772	1296
ENSG00000025796	9563
ENSG00000025800	3353
ENSG00000026025	5512
ENSG00000026036	8
ENSG00000026103	6675
ENSG00000026297	654
ENSG00000026508	22018
ENSG00000026559	1
ENSG00000026652	1971
ENSG00000026751	12604
ENSG00000026950	2057
ENSG00000027001	3198
ENSG00000027075	752
ENSG00000027644	0
ENSG00000027697	4145
ENSG00000027847	816
ENSG00000027869	281
ENSG00000028116	16692
ENSG00000028137	4081
ENSG00000028203	10637
ENSG00000028277	10119
ENSG00000028310	2627
ENSG00000028528	5678
ENSG00000028839	1106
ENSG00000029153	12323
ENSG00000029363	10156
ENSG00000029364	7637
ENSG00000029534	1802
ENSG00000029559	0
ENSG00000029639	5271
ENSG00000029725	9506
ENSG00000029993	1249
ENSG00000030066	6962
ENSG00000030110	1098
ENSG00000030304	1
ENSG00000030419	33367
ENSG00000030582	2924
ENSG00000031003	12256
ENSG00000031081	7562
ENSG00000031691	1046
ENSG00000031698	3979
ENSG00000031823	4776
ENSG00000032219	3709
ENSG00000032389	9192
ENSG00000032444	1655
ENSG00000032742	1715
ENSG00000033011	658
ENSG00000033030	2833
ENSG00000033050	29
ENSG00000033100	1924
ENSG00000033122	15
ENSG00000033170	48492
ENSG00000033178	10612
ENSG00000033327	3347
ENSG00000033627	7861
ENSG00000033800	18632
ENSG00000033867	9416
ENSG00000034053	5
ENSG00000034152	1916
ENSG00000034239	0
ENSG00000034510	7787
ENSG00000034533	367
ENSG00000034677	17562
ENSG00000034693	2090
ENSG00000034713	1943
ENSG00000034971	0
ENSG00000035115	2005
ENSG00000035141	1369
ENSG00000035403	2826
ENSG00000035499	4371
ENSG00000035664	692
ENSG00000035681	4632
ENSG00000035687	4399
ENSG00000035720	5629
ENSG00000035862	3
ENSG00000035928	8715
ENSG00000036054	3061
ENSG00000036257	15548
ENSG00000036448	23
ENSG00000036473	0
ENSG00000036530	3
ENSG00000036549	12051
ENSG00000036565	0
ENSG00000036672	0
ENSG00000036828	58
ENSG00000037042	520
ENSG00000037241	443
ENSG00000037280	5
ENSG00000037474	5339
ENSG00000037637	4830
ENSG00000037749	2052
ENSG00000037757	810
ENSG00000037897	224
ENSG00000037965	0
ENSG00000038002	532
ENSG00000038210	9527
ENSG00000038219	7609
ENSG00000038274	2412
ENSG00000038295	4
ENSG00000038358	1839
ENSG00000038382	45923
ENSG00000038427	951
ENSG00000038532	12076
ENSG00000038945	58
ENSG00000039068	145
ENSG00000039123	9090
ENSG00000039139	5
ENSG00000039319	3501
ENSG00000039523	1891
ENSG00000039537	1
ENSG00000039560	6
ENSG00000039600	7
