ENSG00000000003	2
ENSG00000000005	0
ENSG00000000419	1264
ENSG00000000457	1269
ENSG00000000460	1675
ENSG00000000938	2032
ENSG00000000971	0
ENSG00000001036	552
ENSG00000001084	802
ENSG00000001167	1074
ENSG00000001460	167
ENSG00000001461	1307
ENSG00000001497	1125
ENSG00000001561	660
ENSG00000001617	3
ENSG00000001626	13
ENSG00000001629	8873
ENSG00000001630	116
ENSG00000001631	3
ENSG00000002016	412
ENSG00000002079	0
ENSG00000002330	279
ENSG00000002549	5120
ENSG00000002586	1140
ENSG00000002587	92
ENSG00000002726	5
ENSG00000002745	0
ENSG00000002746	11
ENSG00000002822	1
ENSG00000002834	4512
ENSG00000002919	1225
ENSG00000002933	15
ENSG00000003056	1693
ENSG00000003096	25
ENSG00000003137	0
ENSG00000003147	70
ENSG00000003249	25
ENSG00000003393	1242
ENSG00000003400	1393
ENSG00000003402	11251
ENSG00000003436	2
ENSG00000003509	492
ENSG00000003756	3390
ENSG00000003987	0
ENSG00000003989	10
ENSG00000004059	530
ENSG00000004139	739
ENSG00000004142	1334
ENSG00000004399	12
ENSG00000004455	3010
ENSG00000004468	16982
ENSG00000004478	1114
ENSG00000004487	2434
ENSG00000004534	10230
ENSG00000004660	51
ENSG00000004700	2160
ENSG00000004766	2383
ENSG00000004776	4
ENSG00000004777	327
ENSG00000004779	771
ENSG00000004799	0
ENSG00000004809	0
ENSG00000004838	11
ENSG00000004846	0
ENSG00000004848	2
ENSG00000004864	3733
ENSG00000004866	2217
ENSG00000004897	4883
ENSG00000004939	0
ENSG00000004948	0
ENSG00000004961	336
ENSG00000004975	527
ENSG00000005001	0
ENSG00000005007	2362
ENSG00000005020	5966
ENSG00000005022	2763
ENSG00000005059	2422
ENSG00000005073	0
ENSG00000005075	419
ENSG00000005100	569
ENSG00000005102	5
ENSG00000005108	7
ENSG00000005156	997
ENSG00000005175	1310
ENSG00000005187	257
ENSG00000005189	456
ENSG00000005194	664
ENSG00000005206	535
ENSG00000005238	321
ENSG00000005243	55
ENSG00000005249	7
ENSG00000005302	2011
ENSG00000005339	5425
ENSG00000005379	875
ENSG00000005381	0
ENSG00000005421	0
ENSG00000005436	1102
ENSG00000005448	234
ENSG00000005469	669
ENSG00000005471	915
ENSG00000005483	10893
ENSG00000005486	319
ENSG00000005513	0
ENSG00000005700	3964
ENSG00000005801	1733
ENSG00000005810	25813
ENSG00000005812	1153
ENSG00000005844	3266
ENSG00000005882	132
ENSG00000005884	198
ENSG00000005889	2429
ENSG00000005893	1994
ENSG00000005961	13
ENSG00000005981	0
ENSG00000006007	688
ENSG00000006015	224
ENSG00000006016	7
ENSG00000006025	423
ENSG00000006042	4
ENSG00000006047	2
ENSG00000006059	0
ENSG00000006062	3094
ENSG00000006071	0
ENSG00000006116	8
ENSG00000006118	142
ENSG00000006125	5522
ENSG00000006128	1
ENSG00000006194	591
ENSG00000006210	6
ENSG00000006282	391
ENSG00000006283	6
ENSG00000006327	6
ENSG00000006377	0
ENSG00000006432	1502
ENSG00000006451	2537
ENSG00000006453	327
ENSG00000006459	239
ENSG00000006468	3
ENSG00000006530	2949
ENSG00000006534	1
ENSG00000006555	159
ENSG00000006576	5880
ENSG00000006606	0
ENSG00000006607	3913
ENSG00000006611	5
ENSG00000006625	171
ENSG00000006634	1612
ENSG00000006638	2
ENSG00000006652	5
ENSG00000006659	88
ENSG00000006695	2348
ENSG00000006704	153
ENSG00000006712	527
ENSG00000006715	4963
ENSG00000006740	83
ENSG00000006744	1378
ENSG00000006747	110
ENSG00000006756	58
ENSG00000006757	103
ENSG00000006788	0
ENSG00000006831	4338
ENSG00000006837	0
ENSG00000007001	51
ENSG00000007038	42
ENSG00000007047	812
ENSG00000007062	2
ENSG00000007080	477
ENSG00000007129	2100
ENSG00000007168	6310
ENSG00000007171	3
ENSG00000007174	4
ENSG00000007202	5192
ENSG00000007216	0
ENSG00000007237	3387
ENSG00000007255	313
ENSG00000007264	5
ENSG00000007306	0
ENSG00000007312	157
ENSG00000007314	9
ENSG00000007341	1094
ENSG00000007350	0
ENSG00000007372	4
ENSG00000007376	342
ENSG00000007384	20
ENSG00000007392	1689
ENSG00000007402	1
ENSG00000007516	8
ENSG00000007520	304
ENSG00000007541	262
ENSG00000007545	186
ENSG00000007866	6
ENSG00000007908	0
ENSG00000007923	1798
ENSG00000007933	1
ENSG00000007944	1238
ENSG00000007952	3
ENSG00000007968	887
ENSG00000008018	2022
ENSG00000008056	3
ENSG00000008083	6648
ENSG00000008086	860
ENSG00000008118	4
ENSG00000008128	54
ENSG00000008130	1498
ENSG00000008196	6
ENSG00000008197	0
ENSG00000008226	6
ENSG00000008256	161
ENSG00000008277	4299
ENSG00000008282	652
ENSG00000008283	135
ENSG00000008294	3857
ENSG00000008300	128
ENSG00000008311	213
ENSG00000008323	72
ENSG00000008324	536
ENSG00000008382	186
ENSG00000008394	513
ENSG00000008405	261
ENSG00000008438	0
ENSG00000008441	50
ENSG00000008513	814
ENSG00000008516	9
ENSG00000008517	987
ENSG00000008710	1217
ENSG00000008735	11
ENSG00000008838	1343
ENSG00000008853	396
ENSG00000008869	2264
ENSG00000008952	4566
ENSG00000008988	6320
ENSG00000009307	12172
ENSG00000009335	6128
ENSG00000009413	7749
ENSG00000009694	8
ENSG00000009709	0
ENSG00000009724	1
ENSG00000009765	0
ENSG00000009780	355
ENSG00000009790	1597
ENSG00000009830	295
ENSG00000009844	1873
ENSG00000009950	0
ENSG00000009954	5672
ENSG00000010017	4347
ENSG00000010030	1746
ENSG00000010072	268
ENSG00000010165	823
ENSG00000010219	164
ENSG00000010244	6069
ENSG00000010256	1108
ENSG00000010270	1851
ENSG00000010278	224
ENSG00000010282	0
ENSG00000010292	3740
ENSG00000010295	634
ENSG00000010310	509
ENSG00000010318	139
ENSG00000010319	2
ENSG00000010322	1439
ENSG00000010327	3
ENSG00000010361	84
ENSG00000010379	33
ENSG00000010404	0
ENSG00000010438	0
ENSG00000010539	245
ENSG00000010610	181
ENSG00000010626	149
ENSG00000010671	2756
ENSG00000010704	57
ENSG00000010803	6401
ENSG00000010810	2202
ENSG00000010818	10497
ENSG00000010932	0
ENSG00000011007	1351
ENSG00000011009	638
ENSG00000011021	1854
ENSG00000011028	20
ENSG00000011052	92
ENSG00000011083	0
ENSG00000011105	44
ENSG00000011114	3420
ENSG00000011132	394
ENSG00000011143	253
ENSG00000011198	409
ENSG00000011201	3
ENSG00000011243	1870
ENSG00000011258	1978
ENSG00000011260	1042
ENSG00000011275	3940
ENSG00000011295	1293
ENSG00000011304	4472
ENSG00000011332	16
ENSG00000011347	0
ENSG00000011376	2751
ENSG00000011405	4202
ENSG00000011422	165
ENSG00000011426	1403
ENSG00000011451	960
ENSG00000011454	5648
ENSG00000011465	0
ENSG00000011478	562
ENSG00000011485	1450
ENSG00000011523	226
ENSG00000011566	2861
ENSG00000011590	1505
ENSG00000011600	0
ENSG00000011638	134
ENSG00000011677	5
ENSG00000012048	1996
ENSG00000012061	707
ENSG00000012124	5659
ENSG00000012171	7
ENSG00000012174	753
ENSG00000012211	354
ENSG00000012223	0
ENSG00000012232	677
ENSG00000012504	2
ENSG00000012660	6025
ENSG00000012779	3180
ENSG00000012817	3685
ENSG00000012822	701
ENSG00000012963	940
ENSG00000012983	2107
ENSG00000013016	24
ENSG00000013275	1054
ENSG00000013288	968
ENSG00000013293	0
ENSG00000013297	0
ENSG00000013306	1161
ENSG00000013364	2564
ENSG00000013374	2099
ENSG00000013375	1722
ENSG00000013392	190
ENSG00000013441	1783
ENSG00000013503	1258
ENSG00000013523	476
ENSG00000013561	649
ENSG00000013563	274
ENSG00000013573	1085
ENSG00000013583	21
ENSG00000013588	6
ENSG00000013619	124
ENSG00000013725	583
ENSG00000013810	2034
ENSG00000014123	1825
ENSG00000014138	1
ENSG00000014164	1532
ENSG00000014216	2702
ENSG00000014257	101
ENSG00000014641	2489
ENSG00000014824	3411
ENSG00000014914	41
ENSG00000014919	1
ENSG00000015133	9517
ENSG00000015153	3210
ENSG00000015171	2363
ENSG00000015285	1362
ENSG00000015413	1
ENSG00000015475	1255
ENSG00000015479	1
ENSG00000015520	4
ENSG00000015532	464
ENSG00000015568	2329
ENSG00000015592	4
ENSG00000015676	4597
ENSG00000016082	0
ENSG00000016391	459
ENSG00000016402	0
ENSG00000016490	0
ENSG00000016602	0
ENSG00000016864	681
ENSG00000017260	9848
ENSG00000017427	741
ENSG00000017483	1130
ENSG00000017797	1771
ENSG00000018189	2124
ENSG00000018236	2
ENSG00000018280	5
ENSG00000018408	269
ENSG00000018510	3725
ENSG00000018607	0
ENSG00000018610	333
ENSG00000018625	0
ENSG00000018699	1985
ENSG00000018869	17
ENSG00000019102	24
ENSG00000019144	10
ENSG00000019169	0
ENSG00000019186	0
ENSG00000019485	147
ENSG00000019505	0
ENSG00000019549	0
ENSG00000019582	34741
ENSG00000019991	655
ENSG00000019995	1154
ENSG00000020129	707
ENSG00000020181	2
ENSG00000020219	1
ENSG00000020256	1888
ENSG00000020426	2401
ENSG00000020577	2235
ENSG00000020633	11110
ENSG00000020922	2178
ENSG00000021300	15
ENSG00000021355	912
ENSG00000021461	7
ENSG00000021488	4
ENSG00000021574	1391
ENSG00000021645	1492
ENSG00000021762	2
ENSG00000021776	3129
ENSG00000021826	52
ENSG00000021852	0
ENSG00000022267	52
ENSG00000022277	1421
ENSG00000022355	0
ENSG00000022556	359
ENSG00000022567	908
ENSG00000022840	2869
ENSG00000022976	699
ENSG00000023041	1283
ENSG00000023171	1319
ENSG00000023191	978
ENSG00000023228	2239
ENSG00000023287	2068
ENSG00000023318	5824
ENSG00000023330	1353
ENSG00000023445	10275
ENSG00000023516	6498
ENSG00000023572	250
ENSG00000023608	194
ENSG00000023697	2223
ENSG00000023734	1826
ENSG00000023839	91
ENSG00000023892	1902
ENSG00000023902	1710
ENSG00000023909	547
ENSG00000024048	4146
ENSG00000024422	2
ENSG00000024526	504
ENSG00000024862	307
ENSG00000025039	3092
ENSG00000025156	564
ENSG00000025293	3840
ENSG00000025423	65
ENSG00000025434	84
ENSG00000025708	1912
ENSG00000025770	679
ENSG00000025772	604
ENSG00000025796	5695
ENSG00000025800	1709
ENSG00000026025	2528
ENSG00000026036	5
ENSG00000026103	4223
ENSG00000026297	400
ENSG00000026508	6835
ENSG00000026559	1
ENSG00000026652	1046
ENSG00000026751	12531
ENSG00000026950	1495
ENSG00000027001	1210
ENSG00000027075	1882
ENSG00000027644	8
ENSG00000027697	686
ENSG00000027847	541
ENSG00000027869	480
ENSG00000028116	6681
ENSG00000028137	4001
ENSG00000028203	5016
ENSG00000028277	7107
ENSG00000028310	1488
ENSG00000028528	2826
ENSG00000028839	461
ENSG00000029153	5738
ENSG00000029363	4652
ENSG00000029364	4157
ENSG00000029534	347
ENSG00000029559	0
ENSG00000029639	2201
ENSG00000029725	4652
ENSG00000029993	411
ENSG00000030066	3044
ENSG00000030110	686
ENSG00000030304	0
ENSG00000030419	12475
ENSG00000030582	2170
ENSG00000031003	5705
ENSG00000031081	3751
ENSG00000031691	372
ENSG00000031698	2150
ENSG00000031823	2787
ENSG00000032219	1739
ENSG00000032389	5267
ENSG00000032444	1147
ENSG00000032742	581
ENSG00000033011	401
ENSG00000033030	1481
ENSG00000033050	58
ENSG00000033100	1790
ENSG00000033122	10
ENSG00000033170	30169
ENSG00000033178	5023
ENSG00000033327	2273
ENSG00000033627	4470
ENSG00000033800	10349
ENSG00000033867	3400
ENSG00000034053	3
ENSG00000034152	1522
ENSG00000034239	0
ENSG00000034510	6457
ENSG00000034533	192
ENSG00000034677	12191
ENSG00000034693	908
ENSG00000034713	889
ENSG00000034971	0
ENSG00000035115	808
ENSG00000035141	692
ENSG00000035403	584
ENSG00000035499	1638
ENSG00000035664	531
ENSG00000035681	2078
ENSG00000035687	1817
ENSG00000035720	1813
ENSG00000035862	6
ENSG00000035928	4355
ENSG00000036054	1676
ENSG00000036257	6755
ENSG00000036448	6
ENSG00000036473	0
ENSG00000036530	2
ENSG00000036549	5611
ENSG00000036565	0
ENSG00000036672	5
ENSG00000036828	29
ENSG00000037042	435
ENSG00000037241	197
ENSG00000037280	3
ENSG00000037474	2781
ENSG00000037637	2743
ENSG00000037749	1209
ENSG00000037757	540
ENSG00000037897	128
ENSG00000037965	0
ENSG00000038002	352
ENSG00000038210	4857
ENSG00000038219	3420
ENSG00000038274	1581
ENSG00000038295	67
ENSG00000038358	971
ENSG00000038382	25074
ENSG00000038427	107
ENSG00000038532	6530
ENSG00000038945	77
ENSG00000039068	65
ENSG00000039123	4547
ENSG00000039139	5
ENSG00000039319	1317
ENSG00000039523	958
ENSG00000039537	5
ENSG00000039560	2
ENSG00000039600	7
ENSG00000039650	630
ENSG00000039987	1
ENSG00000040199	800
ENSG00000040275	907
ENSG00000040341	4099
ENSG00000040487	186
ENSG00000040531	297
ENSG00000040608	5
ENSG00000040633	508
ENSG00000040731	0
ENSG00000040933	7748
ENSG00000041353	3
ENSG00000041357	1789
ENSG00000041515	133
ENSG00000041802	1191
ENSG00000041880	318
ENSG00000041982	71
ENSG00000041988	218
ENSG00000042062	3
ENSG00000042088	2977
ENSG00000042286	906
ENSG00000042304	0
ENSG00000042317	179
ENSG00000042429	43
ENSG00000042445	444
ENSG00000042493	297
ENSG00000042753	455
ENSG00000042781	5
ENSG00000042813	37
ENSG00000042832	132
ENSG00000042980	29
ENSG00000043039	53
ENSG00000043093	1372
ENSG00000043143	3203
ENSG00000043355	1
