ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS 3/39 20/11008 4.49598964511246e-05 0.0811076531978288 0.0713205936335209 ENSG00000078401/ENSG00000116044/ENSG00000151929 3
GOBP_CIRCULATORY_SYSTEM_PROCESS GOBP_CIRCULATORY_SYSTEM_PROCESS 6/39 280/11008 0.000413211041485013 0.117790494143073 0.103577007044936 ENSG00000137491/ENSG00000078401/ENSG00000157388/ENSG00000048740/ENSG00000132326/ENSG00000134294 6
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS 3/39 43/11008 0.000460042671594542 0.117790494143073 0.103577007044936 ENSG00000078401/ENSG00000116044/ENSG00000151929 3
GOBP_REGULATION_OF_BLOOD_CIRCULATION GOBP_REGULATION_OF_BLOOD_CIRCULATION 4/39 104/11008 0.00047959194267014 0.117790494143073 0.103577007044936 ENSG00000078401/ENSG00000157388/ENSG00000048740/ENSG00000132326 4
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION 3/39 44/11008 0.00049249761746499 0.117790494143073 0.103577007044936 ENSG00000111331/ENSG00000163565/ENSG00000089127 3
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS 2/39 10/11008 0.00054062195665707 0.117790494143073 0.103577007044936 ENSG00000116044/ENSG00000151929 2
HP_ABNORMAL_DELIVERY HP_ABNORMAL_DELIVERY 3/39 48/11008 0.000636913514282812 0.117790494143073 0.103577007044936 ENSG00000163719/ENSG00000157388/ENSG00000130635 3
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION 2/39 11/11008 0.000659281800958777 0.117790494143073 0.103577007044936 ENSG00000111331/ENSG00000089127 2
GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION 2/39 11/11008 0.000659281800958777 0.117790494143073 0.103577007044936 ENSG00000111331/ENSG00000089127 2
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION 2/39 11/11008 0.000659281800958777 0.117790494143073 0.103577007044936 ENSG00000111331/ENSG00000089127 2
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE 3/39 50/11008 0.000718234720384593 0.117790494143073 0.103577007044936 ENSG00000111331/ENSG00000163565/ENSG00000089127 3
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS 5/39 208/11008 0.000783534827337077 0.117791402376341 0.103577805683945 ENSG00000111331/ENSG00000078401/ENSG00000163565/ENSG00000089127/ENSG00000198825 5
HP_ABNORMALITY_OF_THE_TEMPOROMANDIBULAR_JOINT HP_ABNORMALITY_OF_THE_TEMPOROMANDIBULAR_JOINT 2/39 13/11008 0.000930803680261926 0.129166910707117 0.11358065960767 ENSG00000078401/ENSG00000130635 2
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM 4/39 129/11008 0.00107771069044238 0.134224500940145 0.118027962957637 ENSG00000137491/ENSG00000078401/ENSG00000132326/ENSG00000134294 4
GOBP_CARBOXYLIC_ACID_TRANSPORT GOBP_CARBOXYLIC_ACID_TRANSPORT 4/39 131/11008 0.0011411419896262 0.134224500940145 0.118027962957637 ENSG00000137491/ENSG00000078401/ENSG00000132326/ENSG00000134294 4
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS 3/39 60/11008 0.00122369814891765 0.134224500940145 0.118027962957637 ENSG00000132326/ENSG00000008405/ENSG00000173599 3
GOBP_GLUCOSE_METABOLIC_PROCESS GOBP_GLUCOSE_METABOLIC_PROCESS 4/39 136/11008 0.00131113701393195 0.134224500940145 0.118027962957637 ENSG00000132326/ENSG00000089127/ENSG00000008405/ENSG00000173599 4
