ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GOBP_RIBOSOME_BIOGENESIS GOBP_RIBOSOME_BIOGENESIS 98/1225 287/11008 6.31168150376442e-26 4.84232204968806e-22 4.84232204968806e-22 ENSG00000101181/ENSG00000118246/ENSG00000127804/ENSG00000169288/ENSG00000134987/ENSG00000170854/ENSG00000151304/ENSG00000115761/ENSG00000039123/ENSG00000198492/ENSG00000164163/ENSG00000135521/ENSG00000108651/ENSG00000178105/ENSG00000148843/ENSG00000155393/ENSG00000156697/ENSG00000107937/ENSG00000104626/ENSG00000124784/ENSG00000144736/ENSG00000163811/ENSG00000125485/ENSG00000165271/ENSG00000055044/ENSG00000145414/ENSG00000132603/ENSG00000167721/ENSG00000120800/ENSG00000165526/ENSG00000135698/ENSG00000136045/ENSG00000135763/ENSG00000117419/ENSG00000130119/ENSG00000164338/ENSG00000198000/ENSG00000088930/ENSG00000124787/ENSG00000124228/ENSG00000085721/ENSG00000155438/ENSG00000058729/ENSG00000165732/ENSG00000164934/ENSG00000065183/ENSG00000198301/ENSG00000086189/ENSG00000117597/ENSG00000165733/ENSG00000258724/ENSG00000089048/ENSG00000067533/ENSG00000171861/ENSG00000146223/ENSG00000142207/ENSG00000119285/ENSG00000101361/ENSG00000166197/ENSG00000145912/ENSG00000124383/ENSG00000115368/ENSG00000181991/ENSG00000130935/ENSG00000162408/ENSG00000111845/ENSG00000112578/ENSG00000048162/ENSG00000162851/ENSG00000163312/ENSG00000117395/ENSG00000197498/ENSG00000011260/ENSG00000138442/ENSG00000053372/ENSG00000275464/ENSG00000087269/ENSG00000179041/ENSG00000082898/ENSG00000160818/ENSG00000241945/ENSG00000166133/ENSG00000182810/ENSG00000181163/ENSG00000073536/ENSG00000130826/ENSG00000037241/ENSG00000275700/ENSG00000278619/ENSG00000109534/ENSG00000113460/ENSG00000141076/ENSG00000134697/ENSG00000171316/ENSG00000117174/ENSG00000112159/ENSG00000108561/ENSG00000123737 98
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS 117/1225 399/11008 3.27792064783364e-24 1.25741036050898e-20 1.25741036050898e-20 ENSG00000101181/ENSG00000100664/ENSG00000118246/ENSG00000127804/ENSG00000169288/ENSG00000134987/ENSG00000170854/ENSG00000151304/ENSG00000115761/ENSG00000039123/ENSG00000198492/ENSG00000005436/ENSG00000164163/ENSG00000152147/ENSG00000135521/ENSG00000175054/ENSG00000108651/ENSG00000178105/ENSG00000148843/ENSG00000155393/ENSG00000156697/ENSG00000107937/ENSG00000104626/ENSG00000124784/ENSG00000144736/ENSG00000163811/ENSG00000125485/ENSG00000165271/ENSG00000055044/ENSG00000145414/ENSG00000132603/ENSG00000167721/ENSG00000120800/ENSG00000165526/ENSG00000135698/ENSG00000136045/ENSG00000135763/ENSG00000117419/ENSG00000130119/ENSG00000164338/ENSG00000198000/ENSG00000100462/ENSG00000088930/ENSG00000172409/ENSG00000124787/ENSG00000124228/ENSG00000085721/ENSG00000155438/ENSG00000058729/ENSG00000165732/ENSG00000164934/ENSG00000065183/ENSG00000198301/ENSG00000086189/ENSG00000117597/ENSG00000165733/ENSG00000258724/ENSG00000089048/ENSG00000067533/ENSG00000171861/ENSG00000146223/ENSG00000142207/ENSG00000119285/ENSG00000175792/ENSG00000101361/ENSG00000107581/ENSG00000166197/ENSG00000145912/ENSG00000124383/ENSG00000115368/ENSG00000181991/ENSG00000130935/ENSG00000162408/ENSG00000023734/ENSG00000182004/ENSG00000111845/ENSG00000112578/ENSG00000048162/ENSG00000162851/ENSG00000163312/ENSG00000082516/ENSG00000117395/ENSG00000197498/ENSG00000011260/ENSG00000138442/ENSG00000053372/ENSG00000275464/ENSG00000096063/ENSG00000087269/ENSG00000179041/ENSG00000082898/ENSG00000160818/ENSG00000188529/ENSG00000241945/ENSG00000137574/ENSG00000166133/ENSG00000182810/ENSG00000134698/ENSG00000181163/ENSG00000073536/ENSG00000130826/ENSG00000037241/ENSG00000083635/ENSG00000275700/ENSG00000096384/ENSG00000064703/ENSG00000278619/ENSG00000109534/ENSG00000113460/ENSG00000141076/ENSG00000134697/ENSG00000136937/ENSG00000171316/ENSG00000117174/ENSG00000112159/ENSG00000108561/ENSG00000123737 117
GOBP_NCRNA_METABOLIC_PROCESS GOBP_NCRNA_METABOLIC_PROCESS 123/1225 465/11008 3.91491005964396e-21 1.00117299925295e-17 1.00117299925295e-17 ENSG00000136932/ENSG00000124571/ENSG00000135870/ENSG00000163684/ENSG00000132463/ENSG00000130764/ENSG00000127804/ENSG00000169288/ENSG00000134987/ENSG00000164151/ENSG00000151304/ENSG00000144161/ENSG00000277149/ENSG00000115761/ENSG00000039123/ENSG00000198492/ENSG00000108651/ENSG00000178105/ENSG00000148843/ENSG00000132024/ENSG00000156697/ENSG00000072756/ENSG00000204394/ENSG00000107937/ENSG00000165684/ENSG00000104626/ENSG00000124784/ENSG00000125484/ENSG00000144736/ENSG00000163811/ENSG00000198874/ENSG00000113272/ENSG00000145982/ENSG00000103356/ENSG00000165271/ENSG00000055044/ENSG00000145414/ENSG00000167721/ENSG00000120800/ENSG00000165526/ENSG00000135698/ENSG00000136045/ENSG00000149743/ENSG00000117419/ENSG00000164338/ENSG00000198000/ENSG00000088930/ENSG00000172409/ENSG00000124787/ENSG00000116120/ENSG00000124228/ENSG00000155438/ENSG00000058729/ENSG00000177192/ENSG00000143493/ENSG00000103707/ENSG00000165732/ENSG00000164934/ENSG00000065183/ENSG00000151576/ENSG00000169570/ENSG00000086189/ENSG00000117597/ENSG00000006744/ENSG00000091127/ENSG00000165733/ENSG00000089048/ENSG00000067533/ENSG00000037474/ENSG00000171861/ENSG00000185024/ENSG00000117877/ENSG00000146223/ENSG00000142207/ENSG00000113643/ENSG00000119285/ENSG00000160193/ENSG00000101361/ENSG00000116874/ENSG00000066651/ENSG00000070061/ENSG00000166197/ENSG00000145912/ENSG00000124383/ENSG00000115368/ENSG00000125630/ENSG00000181991/ENSG00000130935/ENSG00000162408/ENSG00000165819/ENSG00000112578/ENSG00000139131/ENSG00000162851/ENSG00000163312/ENSG00000117395/ENSG00000197498/ENSG00000115207/ENSG00000011260/ENSG00000166166/ENSG00000138442/ENSG00000053372/ENSG00000275464/ENSG00000087269/ENSG00000165055/ENSG00000179041/ENSG00000137513/ENSG00000241945/ENSG00000166133/ENSG00000134698/ENSG00000130826/ENSG00000278619/ENSG00000109534/ENSG00000113460/ENSG00000141076/ENSG00000115053/ENSG00000171316/ENSG00000121486/ENSG00000117174/ENSG00000112159/ENSG00000145331/ENSG00000067704/ENSG00000123737/ENSG00000133706 123
GOBP_RRNA_METABOLIC_PROCESS GOBP_RRNA_METABOLIC_PROCESS 80/1225 245/11008 5.84779942418539e-20 1.12160792955876e-16 1.12160792955876e-16 ENSG00000127804/ENSG00000169288/ENSG00000134987/ENSG00000151304/ENSG00000115761/ENSG00000039123/ENSG00000198492/ENSG00000108651/ENSG00000178105/ENSG00000148843/ENSG00000156697/ENSG00000107937/ENSG00000104626/ENSG00000124784/ENSG00000125484/ENSG00000144736/ENSG00000163811/ENSG00000165271/ENSG00000055044/ENSG00000145414/ENSG00000167721/ENSG00000120800/ENSG00000165526/ENSG00000135698/ENSG00000136045/ENSG00000117419/ENSG00000164338/ENSG00000198000/ENSG00000088930/ENSG00000124787/ENSG00000124228/ENSG00000155438/ENSG00000058729/ENSG00000165732/ENSG00000164934/ENSG00000065183/ENSG00000086189/ENSG00000117597/ENSG00000165733/ENSG00000089048/ENSG00000067533/ENSG00000171861/ENSG00000185024/ENSG00000117877/ENSG00000146223/ENSG00000142207/ENSG00000119285/ENSG00000101361/ENSG00000166197/ENSG00000145912/ENSG00000124383/ENSG00000115368/ENSG00000125630/ENSG00000181991/ENSG00000130935/ENSG00000162408/ENSG00000112578/ENSG00000162851/ENSG00000163312/ENSG00000117395/ENSG00000197498/ENSG00000115207/ENSG00000011260/ENSG00000138442/ENSG00000053372/ENSG00000275464/ENSG00000087269/ENSG00000179041/ENSG00000241945/ENSG00000166133/ENSG00000130826/ENSG00000278619/ENSG00000109534/ENSG00000113460/ENSG00000141076/ENSG00000115053/ENSG00000171316/ENSG00000117174/ENSG00000112159/ENSG00000123737 80
GOBP_NCRNA_PROCESSING GOBP_NCRNA_PROCESSING 101/1225 356/11008 7.69047654489519e-20 1.18002672104872e-16 1.18002672104872e-16 ENSG00000136932/ENSG00000163684/ENSG00000132463/ENSG00000127804/ENSG00000169288/ENSG00000134987/ENSG00000151304/ENSG00000277149/ENSG00000115761/ENSG00000039123/ENSG00000198492/ENSG00000108651/ENSG00000178105/ENSG00000148843/ENSG00000156697/ENSG00000072756/ENSG00000107937/ENSG00000104626/ENSG00000124784/ENSG00000144736/ENSG00000163811/ENSG00000198874/ENSG00000113272/ENSG00000145982/ENSG00000165271/ENSG00000055044/ENSG00000145414/ENSG00000167721/ENSG00000120800/ENSG00000165526/ENSG00000135698/ENSG00000136045/ENSG00000149743/ENSG00000117419/ENSG00000164338/ENSG00000198000/ENSG00000088930/ENSG00000172409/ENSG00000124787/ENSG00000124228/ENSG00000155438/ENSG00000058729/ENSG00000177192/ENSG00000143493/ENSG00000103707/ENSG00000165732/ENSG00000164934/ENSG00000065183/ENSG00000151576/ENSG00000169570/ENSG00000086189/ENSG00000117597/ENSG00000006744/ENSG00000091127/ENSG00000165733/ENSG00000089048/ENSG00000067533/ENSG00000037474/ENSG00000171861/ENSG00000146223/ENSG00000142207/ENSG00000119285/ENSG00000160193/ENSG00000101361/ENSG00000066651/ENSG00000070061/ENSG00000166197/ENSG00000145912/ENSG00000124383/ENSG00000115368/ENSG00000181991/ENSG00000130935/ENSG00000162408/ENSG00000165819/ENSG00000112578/ENSG00000162851/ENSG00000163312/ENSG00000117395/ENSG00000197498/ENSG00000011260/ENSG00000166166/ENSG00000138442/ENSG00000053372/ENSG00000275464/ENSG00000087269/ENSG00000165055/ENSG00000179041/ENSG00000241945/ENSG00000166133/ENSG00000134698/ENSG00000130826/ENSG00000278619/ENSG00000109534/ENSG00000113460/ENSG00000141076/ENSG00000171316/ENSG00000121486/ENSG00000117174/ENSG00000112159/ENSG00000145331/ENSG00000123737 101
GOCC_PRERIBOSOME GOCC_PRERIBOSOME 34/1225 74/11008 4.0084948651833e-14 5.12552876761438e-11 5.12552876761437e-11 ENSG00000134987/ENSG00000151304/ENSG00000115761/ENSG00000135521/ENSG00000108651/ENSG00000148843/ENSG00000156697/ENSG00000124784/ENSG00000165271/ENSG00000055044/ENSG00000132603/ENSG00000167721/ENSG00000120800/ENSG00000047056/ENSG00000058729/ENSG00000164934/ENSG00000065183/ENSG00000117597/ENSG00000165733/ENSG00000067533/ENSG00000119285/ENSG00000101361/ENSG00000124383/ENSG00000112578/ENSG00000117395/ENSG00000011260/ENSG00000138442/ENSG00000053372/ENSG00000275464/ENSG00000087269/ENSG00000179041/ENSG00000241945/ENSG00000141076/ENSG00000112159 34
GOCC_SMALL_SUBUNIT_PROCESSOME GOCC_SMALL_SUBUNIT_PROCESSOME 19/1225 36/11008 8.93187505331288e-10 9.78933505843091e-07 9.78933505843091e-07 ENSG00000134987/ENSG00000115761/ENSG00000108651/ENSG00000148843/ENSG00000156697/ENSG00000165271/ENSG00000055044/ENSG00000120800/ENSG00000164934/ENSG00000065183/ENSG00000117597/ENSG00000119285/ENSG00000101361/ENSG00000124383/ENSG00000011260/ENSG00000275464/ENSG00000087269/ENSG00000241945/ENSG00000141076 19
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS 26/1225 67/11008 3.64569903019771e-09 3.49622536995961e-06 3.49622536995961e-06 ENSG00000118246/ENSG00000169288/ENSG00000155393/ENSG00000107937/ENSG00000132603/ENSG00000155438/ENSG00000198301/ENSG00000067533/ENSG00000146223/ENSG00000142207/ENSG00000145912/ENSG00000162408/ENSG00000111845/ENSG00000048162/ENSG00000117395/ENSG00000197498/ENSG00000138442/ENSG00000053372/ENSG00000179041/ENSG00000182810/ENSG00000181163/ENSG00000073536/ENSG00000037241/ENSG00000113460/ENSG00000117174/ENSG00000112159 26
GOBP_MATURATION_OF_SSU_RRNA GOBP_MATURATION_OF_SSU_RRNA 21/1225 50/11008 2.23213132059881e-08 1.9027679435149e-05 1.9027679435149e-05 ENSG00000151304/ENSG00000115761/ENSG00000108651/ENSG00000124784/ENSG00000167721/ENSG00000120800/ENSG00000124787/ENSG00000058729/ENSG00000164934/ENSG00000065183/ENSG00000117597/ENSG00000165733/ENSG00000119285/ENSG00000181991/ENSG00000130935/ENSG00000112578/ENSG00000275464/ENSG00000087269/ENSG00000179041/ENSG00000241945/ENSG00000141076 21
GOMF_SNORNA_BINDING GOMF_SNORNA_BINDING 16/1225 32/11008 5.32700432725761e-08 4.08687771987204e-05 4.08687771987204e-05 ENSG00000108651/ENSG00000055044/ENSG00000167721/ENSG00000165732/ENSG00000065183/ENSG00000117597/ENSG00000165733/ENSG00000119285/ENSG00000101361/ENSG00000166197/ENSG00000145912/ENSG00000112578/ENSG00000087269/ENSG00000130826/ENSG00000083635/ENSG00000109534 16
